公司,date,code,TEJ子產業_名稱,Q資產報酬率 (C),Q資產報酬率(A)%,Q資產報酬率(B)%,Q淨值報酬率─稅後,Q淨值報酬率─常續性利益,Q營業毛利率,Q已實現銷貨毛利率,Q營業利益率,Q稅前淨利率,Q稅後淨利率,Q業外收支率,Q常續利益率(稅後),Q員工人數,Q營業費用率,Q現金流量比率,Q有息負債利率,Q稅率 (A)%,Q每股淨值 (B),Q每股淨值 (A),Q每股淨值 (C),Q常續性EPS,Q每股現金流量,Q每股營業額(元),Q每股營業利益(元),Q每股稅前淨利(元),Q每股淨值(F),Q營收成長率,Q毛利成長率,Q已實現銷貨毛利成長率,Q營業利益成長率,Q稅前淨利成長率,Q稅後淨利成長率,Q經常淨利成長率,Q常續性利益成長率(稅後),Q總資產成長率,Q淨值成長率,Q總資產報酬成長率,Q營收變動率,Q營業利益變動率,Q稅後淨利變動率(單季),Q流動比率,Q速動比率,Q利息支出率,Q總負債/總淨值比,Q負債比率,Q淨值 /總資產,Q借款依存度,Q營業利益占實收資本比,Q稅前純益 /實收資本,Q總資產週轉率(次),Q應收帳款週轉率(次),Q應收帳款收現天數,Q存貨週轉率 (次),Q平均售貨天數,Q固定資產週轉率 (次),Q淨值週轉率 (次),Q應付帳款付現天數,Q淨營業週期 (日),Q每人營收,Q每人營業利益,Q每人配備率,Q當季季底股價淨值比,Q當季季底 PSR,季底普通股市值,return
2530 華建,2015-09-30,2530,建設,1.11,0.99,1.1,2.25,2.56,25.72,25.72,17.85,17.34,16.02,-0.52,18.23,38,7.87,16.93,1.04,7.6,10.91,10.91,10.91,0.02,3.73,1.56,0.28,0.27,10.91,21065.05,5343.67,5343.67,437.94,298.71999999999997,283.62,283.62,357.78999999999996,7.69,-1.4,1.2,20968.99,548.3399999999999,454.86,147.63,12.77,44.839999999999996,196.51,66.27,33.73,108.25,2.75,2.68,0.05,15,6.07,0.04,2163.2,6.23,0.14,27.73,2141.54,10995,1963,1745.3899999999999,1.55,10.7,4535096,0.05964912280701752
2534 宏盛,2015-09-30,2534,建設,-0.02,-0.07,-0.06,-0.87,-0.87,43.660000000000004,43.660000000000004,-143.6,-212.49,-218.72,-68.88,-218.72,67,187.26,-4.89,0.63,0,15.06,15.06,15.06,0.63,-1.08,0.06,-0.09,-0.13,15.06,293.44,148.45000000000002,148.45000000000002,24.58,-24.959999999999997,-20.810000000000002,-20.810000000000002,13.729999999999999,5.86,2.3499999999999996,-0.04,-96.36,-109.72,-116.99000000000001,173.6,2.55,-442.28999999999996,197.29,66.36,33.64,153.17,-0.8600000000000001,-1.28,0,2.8,32.47,0,95311.64,6.92,0,3076.05,92268.06,529,-760,73.91000000000001,1,4.41,8865820,-0.09319899244332495
2536 宏普,2015-09-30,2536,建設,1.92,1.8,1.81,3.03,3.04,36.1,36.1,32.879999999999995,32.220000000000006,30.779999999999998,-0.65,30.87,44,3.22,9.5,0.91,4.48,33.63,33.63,33.63,5.38,2.48,3.25,1.07,1.05,33.63,63.63,7.83,7.83,26.72,43.75,51.4,51.4,50.1,-12.26,11.32,0.4,42.93,66.55,101.72,211.32000000000002,6.53,15.07,77.69,43.72,56.28,50.8,10.7,10.49,0.05,8.28,10.99,0.04,2254.9900000000002,350.5,0.1,53.17,2212.8,24615,8092,67.45,0.64,1.13,7155372,0.20578602620087333
2537 聯上發,2015-09-30,2537,建設,0.23,0.02,0.06,-0.35,-0.27,88.66,88.66,-9021.65,-12216.49,-12216.49,-3194.8500000000004,-9487.630000000001,26,9110.31,-5.75,1.12,0,12.79,12.79,12.79,0.32,-0.75,0,-0.03,-0.05,13.82,-99.97,-99.93,-99.93,-108.06,-111.61,-111.61,-111.61,-108.73,8.07,0.7799999999999999,-1.66,-99.93,-121.67999999999999,-157.83,217.1,5.319999999999999,1744.84,106.1,51.48,48.52,77.1,-0.32999999999999996,-0.44,0,0,36557.61,0,50579131.91,0.07,0,1460864.36,49154825.15,4,-337,53.08,0.61,4.44,2096126,0.3312101910828024
2538 基泰,2015-09-30,2538,建設,0.72,0.67,0.71,1.12,1.13,52.91,52.91,-21.08,163.79,163.33,184.88000000000002,166.01,78,73.99000000000001,-4.83,0.7,0.28,20.939999999999998,20.939999999999998,20.939999999999998,4.470000000000001,-0.7,0.14,-0.03,0.23,20.94,1672.74,1278.33,1278.33,60.230000000000004,55.18,54.760000000000005,54.760000000000005,55.760000000000005,18.79,28.68,0.29,-97.91000000000001,-100.91000000000001,-92.11,207.6,49.98,31.04,106.4,51.55,48.45,72.26,-0.3,2.36,0,1.7,53.6,0,29937.25,96.66999999999999,0.01,3912.32,26078.54,775,-163,8,0.81,1.33,7093541,0.014727540500736325
2539 櫻花建,2015-09-30,2539,建設,0.09,0.04,0.05,-0.28,-0.28,39.02,39.02,-15.7,-19.25,-19.21,-3.55,-19.18,33,54.720000000000006,-10.29,1.45,0,15.38,15.38,15.38,3.09,-1.01,0.23,-0.04,-0.04,15.38,-94.28,-94.42,-94.42,-102.61,-103.2,-103.39,-103.39,-103.38,37.96,17.150000000000002,-4.63,-96.5,-101.39,-101.91000000000001,297.75,3.84,1012.7900000000001,93.04,48.2,51.8,76.46000000000001,-0.35,-0.43000000000000005,0.01,5.49,16.56,0.01,17894.9,5.05,0.01,471.18,17440.280000000002,1953,-307,384.67,1.55,2.54,6844124,0.2922600619195048
2540 愛山林,2015-09-30,2540,建設,1.39,1.16,1.17,1.64,1.64,83.89,83.89,49.83,45.01,37.8,-4.819999999999999,37.8,135,34.06,-19.05,0.99,16.02,24.95,24.95,24.95,0.46,-2.17,1.07,0.53,0.48,24.95,-46.1,-6.859999999999999,-6.859999999999999,0.14,-0.8400000000000001,-16.72,-16.72,-16.77,85.7,122.93,-0.15,-11.81,3513.79,2458.24,284.92999999999995,22.02,18.05,63.660000000000004,38.9,61.1,42.44,5.34,4.83,0.03,0.58,157.58,0.01,12066.25,1.2,0.04,1925.27,10298.55,1165,580,1080.42,1.2,4.95,4398e3,0.02666666666666669
2542 興富發,2015-09-30,2542,建設,1,0.65,0.91,1.38,2.21,26.59,26.59,14.44,12.16,11.06,-2.2800000000000002,17.779999999999998,908,12.15,-4.6499999999999995,1.21,9.08,25.479999999999997,25.479999999999997,25.479999999999997,3.3699999999999997,-3.22,3.64,0.53,0.44,25.48,-77.76,-85.35,-85.35,-90.59,-92.08,-92.59,-92.59,-88.05,10.41,2.96,-5.14,182.32000000000002,7020.5,245.82000000000002,142.09,11.9,84.49000000000001,244.20999999999998,70.95,29.05,165.59,5.14,4.33,0.04,3.8099999999999996,23.89,0.03,2664.4100000000003,4.470000000000001,0.12,116.25,2572.04,4569,660,1021.13,1.84,2.37,54131446,0.21843880501124321
2545 皇翔,2015-09-30,2545,建設,0.37,0.16,0.29,-0.74,-0.29,36.879999999999995,36.879999999999995,-44.44,-51.8,-63.290000000000006,-7.359999999999999,-24.75,127,81.32,-3.3,1.04,0,29.459999999999997,29.459999999999997,29.459999999999997,1.92,-2.71,0.35,-0.15,-0.18,29.46,-89.16999999999999,-93.59,-93.59,-110.3,-111.85,-115.86999999999999,-115.86999999999999,-106.2,6.82,-6.85,-1.23,-57.309999999999995,-79.33,46.8,123.81,7.07,403.42999999999995,348.16,77.69,22.31,301.01,-1.53,-1.79,0,0.63,144.46,0,36453.91,0.71,0.01,1836.1699999999998,34762.21,891,-396,1247.85,0.91,2.96,8766885,0.13579676674364902
2547 日勝生,2015-09-30,2547,建設,-0.36,-0.66,-0.5,-4.8,-4.8,41.07,41.07,-63.46,-73.72,-76.8,-10.26,-76.72,898,104.53,-2.98,1.25,0,16.130000000000003,16.130000000000003,16.130000000000003,-1.25,-1.72,1.06,-0.67,-0.78,16.13,-1.6300000000000001,-2.16,-2.16,-9819.230000000001,-1140.09,-578.15,-578.15,-550.24,8.38,-12.03,-0.81,5.98,-584.37,-318.8,94.79,9.17,-97.88,393.4,79.73,20.27,266.31,-6.73,-7.819999999999999,0.01,1.59,57.260000000000005,0.02,5490.55,0.11,0.06,587.39,4960.41,1056,-670,9292.58,0.67,2.4,9704446,-0.09565217391304345
2548 華固,2015-09-30,2548,建設,1.25,1.17,1.18,2.62,2.62,43.11,43.11,30.45,34.42,33.449999999999996,3.98,33.449999999999996,150,12.66,-1.1700000000000002,1.05,2.84,49.6,49.6,49.6,13.93,-0.9,3.93,1.2,1.35,49.6,52.74,41.43,41.43,82.16,120.82,153.6,153.6,153.6,-2.42,22.12,0.6,-35.7,-55.120000000000005,-49.48,173.49,4.98,35.52,161.16,61.71,38.29,110.23,11.96,13.52,0.03,10.19,8.93,0.02,4408.860000000001,53.760000000000005,0.08,152.09,4265.71,7247,2207,155.76,1.15,1.52,15805965,-0.04947468958930283
2923 鼎固-KY,2015-09-30,2923,建設,1.67,0.95,0.94,1.39,1.3,42.64,42.64,37.27,33.51,17.1,-3.7600000000000002,15.94,599,5.37,9.83,1.89,48.96,31.97,31.97,31.97,1.78,0.84,2.69,1,0.9,31.97,217.43,142.39000000000001,142.39000000000001,-41.96,-44.18,-47.14,-47.14,-50.730000000000004,13.7,9.66,-0.61,125.91000000000001,-20.150000000000002,-8.38,339.31,51.75,59.09,115.28,53.55,46.45,65.1,10.01,9,0.04,11.850000000000001,7.68,0.07,1304.92,4.81,0.08,63.260000000000005,1249.34,7802,2908,1656.03,0.61,2.54,34109802,-0.05903723887375117
3052 夆典,2015-09-30,3052,建設,0.49,0.41,0.45,1.08,1.1,8.58,8.58,4.63,4.2,3.96,-0.42000000000000004,4.05,274,3.9499999999999997,-8.32,-0.32,5.66,14.219999999999999,14.219999999999999,14.219999999999999,0.9400000000000001,-2.13,4.06,0.19,0.17,14.22,42.449999999999996,640.12,640.12,212.67,194.49,188.26,188.26,190.65,47.77,3.4899999999999998,0.85,69.06,-32.809999999999995,-34.690000000000005,149.60999999999999,8.91,-30.59,172.9,63.36,36.64,115.98,1.62,1.47,0.1,3.6,25.29,0.18,514.89,4.06,0.27,108.45,431.72999999999996,2984,138,733,0.77,0.73,2257809,-0.09297297297297291
3056 總太,2015-09-30,3056,建設,5.72,5.6,5.6,15.33,15.32,28.36,28.36,21.47,21.77,21.18,0.3,21.17,113,6.88,18.75,1.22,2.71,19.7,19.7,19.7,4.94,5.85,11.5,2.47,2.88,19.7,2864.82,1623.55,1623.55,7388.81,6093.38,4880.71,4880.71,8728.220000000001,2.66,30.479999999999997,5.42,0,3535.96,5816.99,156.09,28.21,7.52,158.29,61.28,38.72,88.4,28.419999999999998,28.810000000000002,0.26,109921.79,0,0.24000000000000002,381.89,20.110000000000003,0.72,28.91,352.98999999999995,23346,5013,1162.3799999999999,0.67,0.55,2621413,0.2879417879417881
3266 昇陽,2015-09-30,3266,建設,-6.47,-6.12,-6.25,-10.54,-10.87,-89.52,-89.52,-99.25,-105.94000000000001,-102.42,-6.7,-105.54,16,9.719999999999999,0.4,1.53,0,14.5,14.5,14.5,-1.83,0.05,1.81,-1.8,-1.92,14.5,134.70999999999998,-2558.3,-2558.3,-1540.6699999999998,-1571.08,-1515.45,-1515.45,-1467.84,2.81,-18.419999999999998,-5.78,89.95,-1675.6699999999998,-890.52,194.87,28.130000000000003,-4.88,71.42,41.66,58.34,40.97,-17.979999999999997,-19.19,0.06,2.09,43.54,0.18,505.27,3.4099999999999997,0.1,39.07,509.74,39887,-39586,11637.38,0.9,2.97,4615313,-0.015564202334630295
5519 隆大,2015-09-30,5519,建設,1.43,1.36,1.41,2.83,2.85,23.06,23.06,13.39,13.46,13.950000000000001,0.07,14.08,138,9.66,-0.76,1.33,0,15.75,15.75,15.75,2.14,-0.08,3.14,0.42,0.42,15.75,-47.92,-39.59,-39.59,-51.379999999999995,-49.77,-47.56,-47.56,-47.08,7.64,12.07,-0.98,-12.48,-20.43,-14.67,343.27,33.9,36.43,145.14,59.21,40.79,103.13,4.2,4.22,0.08,1.91,47.620000000000005,0.08,1083.77,5.13,0.2,157.47,973.92,4161,557,807.87,0.84,0.75,2433900,0.01181434599156123
5522 遠雄,2015-09-30,5522,建設,1.6,1.39,1.4,2.87,2.86,33.160000000000004,33.160000000000004,26.69,26.69,23.24,-0.01,23.17,290,6.46,1.61,1.27,12.91,50.190000000000005,50.190000000000005,50.190000000000005,9,1.03,6.05,1.61,1.61,50.19,100.91000000000001,84.53,84.53,17.830000000000002,26.56,47.17,47.17,45.949999999999996,0.02,5.81,0.36,-40.15,-40.48,-42.77,160.26,5.359999999999999,30.58,132.84,57.05,42.95,83.02,16.14,16.14,0.05,3.1,29.32,0.05,1952.32,138.66,0.12,201.39000000000001,1780.25,17423,4651,124.16999999999999,0.69,1.07,28989525,0.07291311754684827
5525 順天,2015-09-30,5525,建設,1.51,1.41,1.43,2.87,2.87,25.85,25.85,18.6,18.53,17.69,-0.08,17.69,100,7.25,-4.34,0.56,4.55,17.51,17.51,17.51,4.430000000000001,-0.87,2.92,0.54,0.54,17.51,122.1,472.9,472.9,1053,845.52,789.66,789.66,789.66,5.68,28.03,1.53,-43.790000000000006,-58.67,-58.190000000000005,149.94,6.6499999999999995,16.419999999999998,115.34,53.56,46.44,85.64999999999999,5.25,5.23,0.07,2.66,34.260000000000005,0.08,1126.27,8.51,0.16,89.64999999999999,1070.87,7142,1329,833.54,0.99,0.85,4226603,0.0033156498673740523
5531 鄉林,2015-09-30,5531,建設,0.53,0.3,0.31,-0.38,-0.38,37.07,37.07,-17.68,0.8200000000000001,-7.41,18.5,-7.41,245,54.75,-1.1700000000000002,1.62,0,12.39,12.39,12.39,0.03,-0.33,0.82,-0.15,0.01,12.39,-45.87,-58.06,-58.06,-129.68,-98.71000000000001,-114.89,-114.89,-114.89,19.93,12.53,-0.86,71.28,-36.11,74.29,182.64,25.25,291.58,229.16,69.62,30.38,180.18,-1.45,0.07,0.02,11.44,7.95,0.01,6552.7699999999995,2.8099999999999996,0.05,460.71,6100.01,2958,-523,1060.3899999999999,0.85,3.44,9308371,0.0896358543417366
5533 皇鼎,2015-09-30,5533,建設,1.18,0.9,1.02,1.3,1.3,37.75,37.75,25.21,22.64,19.810000000000002,-2.57,19.810000000000002,475,12.54,-1.53,1.08,12.52,26.12,26.12,26.12,2.4899999999999998,-0.26,1.7,0.43,0.38,26.12,-54.91,-48.160000000000004,-48.160000000000004,-59.03,-62.11,-60.190000000000005,-60.190000000000005,-60.190000000000005,20.08,8.06,-0.9,3.16,11.76,13.11,201.69,14.68,51.55,93.02,48.19,51.81,84.11999999999999,4.28,3.84,0.03,24.479999999999997,3.72,0.03,2627.18,0.11,0.07,84.96000000000001,2545.9300000000003,969,244,8618.44,0.67,1.67,4734796,0.02939211756847024
5534 長虹,2015-09-30,5534,建設,1.53,1.44,1.45,3.77,3.8,43.56,43.51,37.99,35.94,34.690000000000005,-2.05,34.91,95,5.51,10.89,0.88,3.48,34.32,34.32,34.32,6.63,7.3,3.68,1.4,1.32,34.32,-15.62,-24.95,-24.99,-23.4,-25.810000000000002,-22.12,-22.12,-21.45,3.07,8.9,-0.39,111.04,620.14,7591.6500000000005,148.59,7.91,26.88,196.52,66.28,33.72,117.22,13.97,13.219999999999999,0.04,4.23,21.52,0.02,3992.75,11.44,0.11,169,3845.27,10619,4035,933.39,1.26,2.5,11877926,0.14457831325301201
6177 達麗,2015-09-30,6177,建設,0.22,0.16,0.17,-0.22,-0.23,32.620000000000005,32.620000000000005,-3.27,-4.9,-5.659999999999999,-1.62,-5.87,140,35.89,-3.56,0.96,0,16.6,16.6,16.6,1.6600000000000001,-1.22,0.65,-0.02,-0.03,16.6,-92.35,-94.4,-94.4,-100.7,-101.04,-101.24000000000001,-101.24000000000001,-101.31,3.45,-5.9,-4.84,-75.51,-107.81,-117.47,169.2,5.930000000000001,276.46,279.58,73.66,26.34,184.13,-0.21000000000000002,-0.32,0.01,6.819999999999999,13.350000000000001,0.01,10308.5,0.9,0.04,496.01,9825.84,913,-30,1007.74,1.3,1.53,4251772,0.06039415130324217
9945 潤泰新,2015-09-30,9945,建設,5.25,5.13,5.27,13.99,13.99,29.43,29.43,20.64,81.58,81.06,60.94,81.06,1816,8.79,5.930000000000001,0.69,0.64,17.84,17.84,17.84,5.81,0.74,3.3,0.68,2.91,17.84,52.720000000000006,125.93,125.93,871.4399999999999,22.45,23.66,23.66,36.67,8.34,27.759999999999998,0.99,125.06,671.88,126.36,179.86,33.220000000000006,6.58,151.86,60.3,39.7,122.7,6.79,26.85,0.06,1.8900000000000001,48.25,0.15000000000000002,624.25,1.09,0.17,83.59,588.91,2525,521,2303.4300000000003,2.02,4.27,49933708,-0.018354055654233408
9946 三發地產,2015-09-30,9946,建設,5.22,3.49,3.5,9.68,9.68,28.650000000000002,28.650000000000002,21.45,21.57,14.239999999999998,0.13,14.239999999999998,144,7.21,19.939999999999998,1.18,34.01,16.479999999999997,16.479999999999997,16.479999999999997,2.07,4.73,10.68,2.29,2.3,16.48,16405.649999999998,6494.81,6494.81,4071.02,4308.95,2657.07,2657.07,2657.07,-4.29,34.37,3.08,881.55,1077.6599999999999,939.22,173.7,7.81,18.73,160.67,61.64,38.36,132.48000000000002,22.75,22.88,0.23,65.77,1.3800000000000001,0.18,494.97999999999996,20.759999999999998,0.68,18.459999999999997,477.9,19602,4204,941.2700000000001,0.98,1.26,4244965,0.009893455098934474
2363 矽統,2015-09-30,2363,IC設計,1.57,1.46,1.55,1.47,1.47,34.790000000000006,34.790000000000006,-160.25,191.2,191.2,351.44,191.2,202,195.03,-86.8,0,0,10.860000000000001,10.860000000000001,10.860000000000001,-0.16,-0.1,0.09,-0.14,0.17,10.86,-53.89,-59.33,-59.33,-59.379999999999995,30.419999999999998,30.419999999999998,30.419999999999998,32.33,-10.58,-9.05,0.31,-14.18,-47.43,241,2353.54,2181.25,0,1.03,1.02,98.98,0,-1.4,1.6700000000000002,0.01,1.59,57.2,0.47000000000000003,195.29,0.07,0.01,23.8,228.69,265,-425,3855.4100000000003,0.5,14,3313084,0.03190013869625526
2379 瑞昱,2015-09-30,2379,IC設計,2.16,1.35,1.98,2.9,2.86,42.07,42.07,2.94,8,7.58,5.07,7.46,3462,39.160000000000004,2.77,0.27,5.26,42.730000000000004,42.730000000000004,42.730000000000004,4.38,1.25,15.67,0.46,1.25,42.73,-4.6899999999999995,-7.9,-7.9,-66.86,-62.47,-60.11,-60.11,-25.86,8.81,4.29,-1.81,10.68,-12.25,64.42,162.83,124.99000000000001,4.73,113.24000000000001,53.1,46.9,51.290000000000006,4.6,12.54,0.17,2.3499999999999996,38.760000000000005,1,91.41000000000001,2.3499999999999996,0.38,74.91000000000001,55.260000000000005,2285,67,976.8199999999999,1.31,0.94,28176266,0.25745341614906825
2388 威盛,2015-09-30,2388,IC設計,14.26,16.92,18.04,48.07,48.8,28.4,28.4,-36.89,144.84,143.2,181.73,145.37,1850,65.29,-6.51,0.47,1.13,8.68,8.68,8.68,0.22,-0.5,2.42,-0.89,3.5,6.11,-12.31,-2.09,-2.09,-19.27,579.43,544.99,544.99,451.97999999999996,19.26,79.02,23.07,10.67,-3.23,3217.8500000000004,72.45,56.96,1.1900000000000002,149.5,59.92,40.08,100.94000000000001,-8.91,35,0.12,4.89,18.610000000000003,1.95,46.65,0.52,0.34,39.230000000000004,26.03,644,-238,1248.31,0.8,0.71,3423523,0.48571428571428577
2401 凌陽,2015-09-30,2401,IC設計,-1.49,-1.3,2.9,-1.96,3.42,40.47,40.47,12.5,-8.370000000000001,-9.48,-20.87,16.58,1690,27.979999999999997,2.57,0.63,0,15.450000000000001,15.450000000000001,15.450000000000001,0.65,0.14,3.8,0.48,-0.32,15.45,1.2,-3.3699999999999997,-3.3699999999999997,33.260000000000005,-159.69,-202.45000000000002,-171.88000000000002,50.5,2.31,0.04,-3.32,-3.27,38.93,-231.36,264.45,211.94,-6.76,43.51,30.32,69.68,26.18,4.72,-3.16,0.14,1.22,74.32,0.97,93.78,0.63,0.21,60.339999999999996,107.76,1324,165,2114.08,0.85,0.92,7695922,0.13632030505243087
2436 偉詮電,2015-09-30,2436,IC設計,0.94,1.71,3.6,2.17,4.21,23.29,23.29,0.27,12.48,12.16,12.209999999999999,23.64,309,23.03,-6.79,0,2.56,11.67,11.67,11.67,0.36,-0.18,2.13,0.01,0.27,11.67,-14.51,-10.26,-10.26,-82.73,-35.660000000000004,-35.78,-35.78,74.36999999999999,-7.81,-12.61,-0.93,9.78,24.19,59.18,512.3299999999999,440.16,0,25.74,20.47,79.53,7.34,0.06,2.66,0.14,0.89,101.92,0.9,101.05,2.07,0.18,79.83,123.14,1530,4,738.9399999999999,1.48,2.18,3830220,0.349319123741859
2454 聯發科,2015-09-30,2454,IC設計,2.81,2.25,2.34,3.44,3.14,42.67,42.67,13.38,15.93,13.97,2.55,12.739999999999998,12748,29.29,0.61,0.31,12.28,151.02,151.02,151.02,20.130000000000003,0.42,36.43,4.87,5.8,151.02,-0.89,-13.92,-13.92,-44.75,-39.15,-40.160000000000004,-40.160000000000004,-44.51,3.68,2.64,-1.32,21.08,11,24.810000000000002,210.76,175.23999999999998,2.01,46.54,31.76,68.24,24.08,48.5,57.74,0.16,4.02,22.66,0.97,94.23,1.94,0.25,52.21,64.67999999999999,4468,598,2390.4100000000003,1.62,1.85,382680461,-0.10905514971501962
2458 義隆,2015-09-30,2458,IC設計,3.62,2.21,2.56,3.19,3.22,40.620000000000005,40.620000000000005,11.69,15.709999999999999,12.79,4.02,12.94,1119,28.919999999999998,4.119999999999999,1.29,18.56,16.479999999999997,16.479999999999997,16.479999999999997,2.4699999999999998,0.18,4.04,0.47,0.63,16.48,-15.92,-25.57,-25.57,-49.660000000000004,-40.11,-41.41,-41.41,-38.17,-4.82,-8.75,-1.48,10.8,8.33,48.82,391.58,166.85000000000002,0.19,33.09,24.86,75.14,0.6699999999999999,4.46,5.99,0.17,1.52,60.03,0.8400000000000001,108.36999999999999,2.65,0.25,68.85,99.55,1504,176,562.14,2.19,2.22,14998896,0.0606788825473116
3006 晶豪科,2015-09-30,3006,IC設計,2.33,1.89,2.5,2.65,2.73,12.209999999999999,12.209999999999999,-0.04,6.17,7.31,6.21,7.53,412,12.239999999999998,21.54,0,0,25.310000000000002,25.310000000000002,25.310000000000002,2.8699999999999997,1.83,8.98,0,0.54,25.31,-16.650000000000002,-49.67,-49.67,-100.36,-60.48,-48.5,-48.5,-42.160000000000004,-3.74,5.59,-1.76,5,-101.36999999999999,391.84000000000003,321.06,139.84,0.3,35.54,26.22,73.78,0,-0.03,5.2700000000000005,0.26,2.3299999999999996,39.120000000000005,0.51,178.86,3.21,0.36,73.39,144.58,5651,-2,1800.1399999999999,1.03,0.72,6757727,-0.020676691729323335
3014 聯陽,2015-09-30,3014,IC設計,3.85,2.5,2.7,3.19,3.17,48.349999999999994,48.349999999999994,15.99,17.01,14.08,1.02,14,596,32.36,59.09,0,17.25,23.27,23.27,23.27,2.16,2.78,5.25,0.84,0.89,23.27,-13.89,-8.04,-8.04,-17.05,-12.18,-9.4,-9.4,-14.9,-4.86,-2.2,-0.32,16.85,77.53,213.81,484.09,433.89,0,23.17,18.81,81.19,0,8.209999999999999,8.729999999999999,0.18,1.45,62.56,1.2,75.98,2.9499999999999997,0.23,65.44000000000001,73.1,1360,217,458.17,1.12,1.32,4010406,0.043386689132266266
3034 聯詠,2015-09-30,3034,IC設計,4.88,4.02,4.23,6.48,6.48,28.05,28.05,12.9,14.94,12.98,2.04,12.98,2103,15.15,16,0.14,13.11,44.43,44.43,44.43,11.46,3.46,21.5,2.77,3.21,44.43,-14.38,-15.350000000000001,-15.350000000000001,-26.66,-18.89,-18.66,-18.66,-18.66,-11.96,3.3299999999999996,-0.89,5.04,1.6600000000000001,14.33,262.1,218.67,0.43000000000000005,49.730000000000004,33.21,66.79,17.75,27.74,32.120000000000005,0.31,1.1400000000000001,79.96000000000001,1.59,57.160000000000004,6.52,0.5,55.9,81.22,6222,803,975.5,2.32,1.17,62676633,0.05930153816387729
3035 智原,2015-09-30,3035,IC設計,3.81,2.13,3.24,2.82,3.04,49.09,49.09,11.6,13.1,10.55,1.5,11.38,783,37.49,10.31,0,19.45,21.18,21.18,21.18,2.8699999999999997,0.39,6.48,0.75,0.53,21.18,15.78,7.79,7.79,7.94,26.37,25.2,25.2,19.759999999999998,-14.65,-22.86,0.36,-9.2,-10.860000000000001,-5.75,297.55,227.29,0,32.53,24.54,75.46,6.38,7.430000000000001,8.38,0.2,1.94,46.8,1.01,89.9,2.66,0.27,53.42,83.27,2032,236,760.8399999999999,1.94,1.57,10066275,-0.07629491367242175
3041 揚智,2015-09-30,3041,IC設計,0.87,0.49,0.77,0.57,0.19,42.54,42.54,-4.09,3.61,3.2600000000000002,7.7,1.09,605,46.63,20.38,0,9.67,18.23,18.23,18.23,-0.29000000000000004,0.52,3.17,-0.13,0.12,18.23,-31.77,-32.220000000000006,-32.220000000000006,-131.76,-74.38,-72.34,-72.34,-92.35,-8.17,-4.08,-1.17,44.620000000000005,76.76,122.93,644.4399999999999,589.81,0.01,14.39,12.58,87.42,0,-1.29,1.1300000000000001,0.15,5.02,18.130000000000003,1.27,71.69,1.74,0.17,55.720000000000006,34.09,1574,-64,902.51,0.86,1.3,4729312,0.46461538461538465
3094 聯傑,2015-09-30,3094,IC設計,1.74,2.11,2.3,2.33,2.33,67.17999999999999,67.17999999999999,12.17,40.47,35.760000000000005,28.310000000000002,35.760000000000005,95,55.01,61.39,0,11.63,14.79,14.79,14.79,0.93,0.38,0.95,0.12,0.39,14.79,-3.72,-8.219999999999999,-8.219999999999999,-40.15,21.09,38.43,38.43,38.43,-0.59,-0.97,0.52,-10.07,-47.32,4.6899999999999995,1925.75,1850.11,0.04,6.06,5.72,94.28,0,1.1600000000000001,3.8499999999999996,0.06,1.49,61.08,0.8400000000000001,108.7,0.6,0.07,51.379999999999995,118.39,834,101,1394.62,1.37,5.35,1690077,-0.028738025822573978
3257 虹冠電,2015-09-30,3257,IC設計,4.65,3.14,3.86,3.62,3.62,50.720000000000006,50.720000000000006,15.950000000000001,31.14,25.810000000000002,15.19,25.810000000000002,88,34.78,57.09,1.2,17.12,24.8,24.8,24.8,3.01,1.34,3.41,0.54,1.07,24.8,-28.630000000000003,-36.99,-36.99,-63.56,-41.41,-40.21,-40.21,-39.86,-1.17,3.1,-1.91,-3.96,-6.109999999999999,101.53,850.01,697.38,0.03,9.7,8.85,91.15,0.17,5.44,10.62,0.12,0.75,120.91000000000001,0.49,184.75,0.6699999999999999,0.14,45.32,260.34000000000003,2326,371,3561.9900000000002,1.43,2.48,2125487,0.025700934579439116
3443 創意,2015-09-30,3443,IC設計,3.72,2.3,3.17,3.74,3.72,26.07,26.07,6.9,6.99,5.89,0.09,5.859999999999999,505,19.18,20.77,0,15.63,25.07,25.07,25.07,3.06,2.66,15.59,1.08,1.09,25.07,8.56,18.21,18.21,54.74,29.919999999999998,31.939999999999998,31.939999999999998,33.13,5.87,0.7799999999999999,0.56,7.28,47.309999999999995,38.28,264.81,204.25,0.02,53.809999999999995,34.98,65.02,0,10.76,10.89,0.39,3.18,28.58,1.71,53.230000000000004,5.94,0.63,53.21,28.6,4138,285,710.9499999999999,2.32,1.05,7786039,0.2733777850056919
3545 敦泰,2015-09-30,3545,IC設計,0.07,1.35,0.79,1.8,0.86,17.37,17.37,-1.2,6.91,7.38,8.1,3.51,381,18.56,6.42,0.49,0,39.43,39.43,39.43,-0.19,0.53,9.89,-0.12,0.5,39.38,153.7,35.42,35.42,-124.66,22.45,39.55,39.55,-35.18,103.37,68.5,0.45,-9.46,-221.41,239.60999999999999,368.92999999999995,141.23,1.9,40.02,28.58,71.42,10.239999999999998,-1.1900000000000002,6.84,0.18,1.54,58.9,1.01,89.77,19,0.24,42.71,105.96000000000001,7611,-91,393.74,0.83,1.02,9633194,-0.2199353131431931
